recording,episode_id,start_frame,end_frame,start_index,end_index,duration_frames,max_sni,mean_sni
27_assy_0_1,0,000088.jpg,000088.jpg,88,88,1,0.637316358434852,0.637316358434852
27_assy_0_1,1,000090.jpg,000116.jpg,90,116,27,0.7716815249257752,0.7168581395077379
27_assy_0_1,2,000434.jpg,000436.jpg,434,436,3,0.6546333456582442,0.6488473773654136
27_assy_0_1,3,000451.jpg,000452.jpg,451,452,2,0.6413862023277797,0.638900146291191
27_assy_0_1,4,000454.jpg,000471.jpg,454,471,18,0.6923666361401594,0.6721563433640069
27_assy_0_1,5,000579.jpg,000579.jpg,579,579,1,0.6440582061677322,0.6440582061677322
27_assy_0_1,6,000583.jpg,000601.jpg,583,601,19,0.7347452841679121,0.6872457130619992
27_assy_0_1,7,000603.jpg,000603.jpg,603,603,1,0.6364549956182542,0.6364549956182542
27_assy_0_1,8,000920.jpg,000922.jpg,920,922,3,0.6495877701692485,0.6467630455084064
27_assy_0_1,9,000924.jpg,000925.jpg,924,925,2,0.6478978145433071,0.6430995014012333
27_assy_0_1,10,000953.jpg,000963.jpg,953,963,11,0.6757823770965843,0.6513411865403829
27_assy_0_1,11,000970.jpg,000973.jpg,970,973,4,0.6545295641729618,0.6503644234654025
27_assy_0_1,12,000989.jpg,000997.jpg,989,997,9,0.6761790003631144,0.6638259921417645
27_assy_0_1,13,001001.jpg,001018.jpg,1001,1018,18,0.7037397606187872,0.6700192167549699
27_assy_0_1,14,001024.jpg,001030.jpg,1024,1030,7,0.6723710998891714,0.6537391046774036
27_assy_0_1,15,001059.jpg,001085.jpg,1059,1085,27,0.7395423160430286,0.7019475772450777
27_assy_0_1,16,001163.jpg,001211.jpg,1163,1211,49,0.7561727440411452,0.7033665852573102
27_assy_0_1,17,001259.jpg,001266.jpg,1259,1266,8,0.6613747529995558,0.6509378874342452
27_assy_0_1,18,001355.jpg,001359.jpg,1355,1359,5,0.650422427423389,0.6464558503760103
27_assy_0_1,19,001364.jpg,001364.jpg,1364,1364,1,0.6366426831396405,0.6366426831396405
27_assy_0_1,20,001528.jpg,001544.jpg,1528,1544,17,0.6753108871542615,0.6538322174344732
27_assy_0_1,21,001546.jpg,001555.jpg,1546,1555,10,0.6695076813914285,0.656993641343729
27_assy_0_1,22,001767.jpg,001838.jpg,1767,1838,72,0.7083662151451136,0.679208291269826
27_assy_0_1,23,001853.jpg,001854.jpg,1853,1854,2,0.6412037162268228,0.6410473929707305
27_assy_0_1,24,001856.jpg,001884.jpg,1856,1884,29,0.700414702470142,0.6731068941872552
27_assy_0_1,25,001886.jpg,001890.jpg,1886,1890,5,0.6535795399956532,0.644853995463601
27_assy_0_1,26,001922.jpg,001936.jpg,1922,1936,15,0.6843664394498605,0.6604287197652067
27_assy_0_1,27,001974.jpg,001985.jpg,1974,1985,12,0.7128404142025099,0.6917148977330982
27_assy_0_1,28,001992.jpg,001997.jpg,1992,1997,6,0.6580599435890098,0.6510893831876644
27_assy_0_1,29,002109.jpg,002111.jpg,2109,2111,3,0.6394538928216545,0.6392140752069856
27_assy_0_1,30,002129.jpg,002215.jpg,2129,2215,87,0.7441138423678252,0.7094762524751781
27_assy_0_1,31,002459.jpg,002497.jpg,2459,2497,39,0.6800633920040439,0.6581945020225475
27_assy_0_1,32,002526.jpg,002545.jpg,2526,2545,20,0.6894801121982054,0.6702964124871935
27_assy_0_1,33,002550.jpg,002552.jpg,2550,2552,3,0.6495331178776069,0.6456089856206099
