recording,frame,frame_index,gaze_entropy,hand_stall,instruction_aoi_dwell,z_gaze_entropy,z_hand_stall,z_instruction_aoi_dwell,sni,episode_threshold,support_episode,instruction_proxy,split
22_assy_0_1,000000.jpg,0,,,,0.0,0.0,0.0,0.5,0.6252829367396262,0,1,train
22_assy_0_1,000001.jpg,1,,,,0.0,0.0,0.0,0.5,0.6252829367396262,0,1,train
22_assy_0_1,000002.jpg,2,-0.0,,0.0,-3.1324049721301006,0.0,-0.8661974712236388,0.2086854457785699,0.6252829367396262,0,1,train
22_assy_0_1,000003.jpg,3,0.8112781244591328,-38.87648556542439,0.0,-2.002057135533059,0.6013775142204578,-0.8661974712236388,0.3195967271065913,0.6252829367396262,0,1,train
22_assy_0_1,000004.jpg,4,0.9709505944546686,-40.62134725951337,0.0,-1.7795866589084284,0.5710219933698267,-0.8661974712236388,0.3336800459833531,0.6252829367396262,0,1,train
22_assy_0_1,000005.jpg,5,1.0,-36.08872132077665,0.0,-1.7391123360804996,0.6498765075456746,-0.8661974712236388,0.34258152623294036,0.6252829367396262,0,1,train
22_assy_0_1,000006.jpg,6,0.9852281360342515,-33.16250311802704,0.0,-1.7596938653647034,0.700784197231326,-0.8661974712236388,0.34486181556503076,0.6252829367396262,0,1,train
22_assy_0_1,000007.jpg,7,0.954434002924965,-29.411300089488513,0.0,-1.8025991042594034,0.7660442245065562,-0.8661974712236388,0.3465473113318514,0.6252829367396262,0,1,train
22_assy_0_1,000008.jpg,8,0.9182958340544896,-30.500048489705478,0.0,-1.852950148826954,0.7471031675300416,-0.8661974712236388,0.34133556401975534,0.6252829367396262,0,1,train
22_assy_0_1,000009.jpg,9,1.295461844238322,-29.16629234588025,0.0,-1.3274475242696115,0.7703066469637985,-0.8661974712236388,0.383564448851215,0.6252829367396262,0,1,train
22_assy_0_1,000010.jpg,10,1.4353713907745331,-27.959088266704622,0.0,-1.1325125833676695,0.7913084883822472,-0.8661974712236388,0.40071971587521266,0.6252829367396262,0,1,train
22_assy_0_1,000011.jpg,11,1.5,-25.620631876776915,0.0,-1.0424660180556993,0.8319908312540152,-0.8661974712236388,0.4112280776525145,0.6252829367396262,0,1,train
22_assy_0_1,000012.jpg,12,1.5262349099495227,-25.83040980941792,0.07692307692307693,-1.0059131112156048,0.8283413050882116,-0.4346389866752167,0.44915875052513865,0.6252829367396262,0,1,train
22_assy_0_1,000013.jpg,13,1.5262349099495227,-38.083432054317896,0.07692307692307693,-1.0059131112156048,0.6151743397646328,-0.4346389866752167,0.4316491246875131,0.6252829367396262,0,1,train
22_assy_0_1,000014.jpg,14,1.5262349099495227,-63.894921768620506,0.07692307692307693,-1.0059131112156048,0.16612945737500087,-0.4346389866752167,0.3953669206569323,0.6252829367396262,0,1,train
22_assy_0_1,000015.jpg,15,1.5262349099495227,-82.89946764629538,0.07692307692307693,-1.0059131112156048,-0.16449439126633084,-0.4346389866752167,0.36934786476818926,0.6252829367396262,0,1,train
22_assy_0_1,000016.jpg,16,1.5262349099495227,-89.17937688807578,0.07692307692307693,-1.0059131112156048,-0.273746555248569,-0.4346389866752167,0.36090626004170845,0.6252829367396262,0,1,train
22_assy_0_1,000017.jpg,17,1.7884504573082893,-90.00989048924968,0.07142857142857142,-0.64057012002292,-0.28819507745670314,-0.4654645927143898,0.3858611949115927,0.6252829367396262,0,0,train
22_assy_0_1,000018.jpg,18,1.889246428509158,-86.72618536690736,0.06666666666666667,-0.5001318356052822,-0.23106815464885846,-0.49218011794833966,0.3994413476109963,0.6252829367396262,0,0,train
22_assy_0_1,000019.jpg,19,1.889246428509158,-98.60795697856095,0.06666666666666667,-0.5001318356052822,-0.4377764382462591,-0.49218011794833966,0.38303258878739255,0.6252829367396262,0,1,train
22_assy_0_1,000020.jpg,20,2.10845859334435,-114.25697168508222,0.125,-0.19470514060791808,-0.7100237996416618,-0.16491493383245295,0.4117954640601541,0.6252829367396262,0,1,train
22_assy_0_1,000021.jpg,21,2.10845859334435,-117.95041240143857,0.125,-0.19470514060791808,-0.7742789306103444,-0.16491493383245295,0.4066174858189954,0.6252829367396262,0,1,train
22_assy_0_1,000022.jpg,22,2.0948567835487384,-114.4089301255406,0.11764705882352941,-0.21365644203309078,-0.7126674347351426,-0.20616684779664038,0.40673075394938396,0.6252829367396262,0,1,train
22_assy_0_1,000023.jpg,23,2.2880192802796895,-110.15633282032502,0.16666666666666666,0.05547544222309844,-0.6386846046890003,0.06884591196460893,0.45724109177807515,0.6252829367396262,0,1,train
22_assy_0_1,000024.jpg,24,2.3598063039211006,-107.88488970715372,0.21052631578947367,0.1554957736265951,-0.5991680980131553,0.31490996017204254,0.4892714499374803,0.6252829367396262,0,1,train
22_assy_0_1,000025.jpg,25,2.3904685707328284,-105.27590933463058,0.2,0.1982172841799635,-0.5537794243060606,0.2558545886022586,0.49169180214361136,0.6252829367396262,0,1,train
22_assy_0_1,000026.jpg,26,2.552832161679204,-103.32175831349515,0.19047619047619047,0.424437279808118,-0.519782877606507,0.2024235381343586,0.5089222144990007,0.6252829367396262,0,1,train
22_assy_0_1,000027.jpg,27,2.6126502330422663,-101.1328119167798,0.18181818181818182,0.5077813581409625,-0.48170157396421504,0.15384985589081335,0.5149896435634772,0.6252829367396262,0,1,train
22_assy_0_1,000028.jpg,28,2.6372976958285714,-98.62101514690964,0.17391304347826086,0.542122486538428,-0.4380036124130842,0.10949997210322843,0.5177940526709033,0.6252829367396262,0,1,train
22_assy_0_1,000029.jpg,29,2.642079563925711,-95.8726394459327,0.16666666666666666,0.548785028144733,-0.39018986523816435,0.06884591196460893,0.5189443498800621,0.6252829367396262,0,1,train
22_assy_0_1,000030.jpg,30,2.606464856747655,-93.45521736422164,0.16666666666666666,0.49916331889848475,-0.348133748896823,0.06884591196460893,0.5183147591274024,0.6252829367396262,0,1,train
22_assy_0_1,000031.jpg,31,2.5272925846688996,-92.65610792478948,0.16666666666666666,0.38885317523183954,-0.3342315678054535,0.06884591196460893,0.5102875079057995,0.6252829367396262,0,1,train
22_assy_0_1,000032.jpg,32,2.3547213575823873,-91.57736312024834,0.16666666666666666,0.14841095533815857,-0.3154645443114477,0.06884591196460893,0.4918167576927841,0.6252829367396262,0,1,train
22_assy_0_1,000033.jpg,33,2.3360388152612774,-91.1132903607412,0.16666666666666666,0.12238070669947114,-0.3073910274389349,0.06884591196460893,0.49032084194412484,0.6252829367396262,0,1,train
22_assy_0_1,000034.jpg,34,2.2977186261552776,-89.76780087967798,0.16666666666666666,0.06898946940605337,-0.28398342204815685,0.06884591196460893,0.4878234046903391,0.6252829367396262,0,1,train
22_assy_0_1,000035.jpg,35,2.2375168162362655,-89.38960335346562,0.16666666666666666,-0.0148892690309639,-0.27740388458023707,0.06884591196460893,0.48138800010803656,0.6252829367396262,0,1,train
22_assy_0_1,000036.jpg,36,2.1508676764873833,-89.06669644561728,0.16666666666666666,-0.13561687736311426,-0.27178624313208744,0.06884591196460893,0.4718168039203586,0.6252829367396262,0,1,train
22_assy_0_1,000037.jpg,37,2.0272925846688996,-89.07446482834487,0.16666666666666666,-0.3077931427929608,-0.2719213904074628,0.06884591196460893,0.4575301954789719,0.6252829367396262,0,1,train
22_assy_0_1,000038.jpg,38,1.815368987703053,-87.9868432748747,0.16666666666666666,-0.6030647298506184,-0.2529999372883964,0.06884591196460893,0.43477229049432314,0.6252829367396262,0,1,train
22_assy_0_1,000039.jpg,39,1.7492184835974092,-87.67625198928222,0.16666666666666666,-0.6952317400919809,-0.24759655186377147,0.06884591196460893,0.427678913986787,0.6252829367396262,0,1,train
22_assy_0_1,000040.jpg,40,1.6635819199522097,-87.17413041660204,0.16666666666666666,-0.8145485335954302,-0.23886109625678534,0.06884591196460893,0.41868159876388783,0.6252829367396262,0,1,train
22_assy_0_1,000041.jpg,41,1.5535088547976783,-87.65610803689532,0.16666666666666666,-0.9679125247026468,-0.24724610565432906,0.06884591196460893,0.4056194805114911,0.6252829367396262,0,1,train
22_assy_0_1,000042.jpg,42,1.4082226755786877,-86.97982476624487,0.125,-1.170338688328249,-0.2354807428220153,-0.16491493383245295,0.3720159305388669,0.6252829367396262,0,1,train
22_assy_0_1,000043.jpg,43,1.371314688649721,-81.93671476274054,0.12,-1.2217623147277932,-0.14774528998812733,-0.19296623532810042,0.37265943173219235,0.6252829367396262,0,1,train
22_assy_0_1,000044.jpg,44,1.5537651978285887,-77.45385639629733,0.11538461538461539,-0.9675553638453767,-0.06975658688691008,-0.21885974440100567,0.3968221503336941,0.6252829367396262,0,1,train
22_assy_0_1,000045.jpg,45,1.7247564826032802,-81.6438723619714,0.1111111111111111,-0.7293144659401388,-0.14265068356023075,-0.24283521576480696,0.4081544323965536,0.6252829367396262,0,1,train
22_assy_0_1,000046.jpg,46,1.8140142960531365,-158.01909850232343,0.10714285714285714,-0.604952211750565,-1.4713575818944225,-0.26509815345976523,0.3142187465983482,0.6252829367396262,0,1,train
22_assy_0_1,000047.jpg,47,1.885442867481708,-161.82224801635434,0.10714285714285714,-0.5054313091755933,-1.5375213269994514,-0.26509815345976523,0.31661967413515096,0.6252829367396262,0,1,train
22_assy_0_1,000048.jpg,48,1.885442867481708,-163.19311667881328,0.10714285714285714,-0.5054313091755933,-1.5613704563646738,-0.26509815345976523,0.31490209522995366,0.6252829367396262,0,0,train
22_assy_0_1,000049.jpg,49,2.0368245286404996,-158.7445539524971,0.10344827586206896,-0.29451235545009324,-1.483978397698078,-0.2858257161412781,0.33445464891183396,0.6252829367396262,0,0,train
22_assy_0_1,000050.jpg,50,1.9678590113991208,-148.28256244561447,0.06896551724137931,-0.3906015027638581,-1.3019701603677758,-0.4792829678353983,0.32652342030798215,0.6252829367396262,0,0,train
22_assy_0_1,000051.jpg,51,2.021276427932233,-144.69552399164448,0.06666666666666667,-0.31617540967147856,-1.2395661194341174,-0.49218011794833966,0.33567221445410284,0.6252829367396262,0,0,train
22_assy_0_1,000052.jpg,52,1.8728628906348632,-148.6507704304229,0.06896551724137931,-0.5229588982779767,-1.3083759088566593,-0.4792829678353983,0.3164345622365941,0.6252829367396262,0,0,train
22_assy_0_1,000053.jpg,53,1.9678590113991206,-165.164424078252,0.06896551724137931,-0.3906015027638584,-1.59566547417003,-0.4792829678353983,0.3053711013196809,0.6252829367396262,0,0,train
22_assy_0_1,000054.jpg,54,1.9678590113991206,-183.65339976577937,0.06896551724137931,-0.3906015027638584,-1.917319900357992,-0.4792829678353983,0.2831138102532604,0.6252829367396262,0,0,train
22_assy_0_1,000055.jpg,55,1.8140142960531365,-188.96026327982418,0.07142857142857142,-0.604952211750565,-2.0096438974964292,-0.4654645927143898,0.26372692155648747,0.6252829367396262,0,0,train
22_assy_0_1,000056.jpg,56,2.0130065005069175,-249.4743029010296,0.10714285714285714,-0.3276978386538353,-3.0624122617171268,-0.26509815345976523,0.22821765881984868,0.6252829367396262,0,0,train
22_assy_0_1,000057.jpg,57,2.1375375112660517,-250.21229323779897,0.14285714285714285,-0.15418969840332003,-3.075251148106379,-0.06473171420514075,0.25010403350655114,0.6252829367396262,0,0,train
22_assy_0_1,000058.jpg,58,2.3302746921900597,-308.4052724785886,0.17857142857142858,0.11434959647105981,-4.08763980944749,0.13563472504948385,0.21768328221568098,0.6252829367396262,0,0,train
22_assy_0_1,000059.jpg,59,2.5195743359515355,-374.12666533252815,0.17857142857142858,0.3780993961307368,-5.23100098120609,0.13563472504948385,0.17187134974452184,0.6252829367396262,0,0,train
22_assy_0_1,000060.jpg,60,2.633761927843402,-438.79463027416995,0.17857142857142858,0.5371961270419114,-6.3560355697949635,0.13563472504948385,0.13074341902313788,0.6252829367396262,0,0,train
22_assy_0_1,000061.jpg,61,2.8154107252426988,-442.6570280831916,0.17857142857142858,0.7902860588056175,-6.423230062987391,0.13563472504948385,0.13794828121134964,0.6252829367396262,0,0,train
22_assy_0_1,000062.jpg,62,2.873086194490367,-447.42868082569873,0.18518518518518517,0.8706448653890991,-6.506242948654968,0.17273962120774758,0.1393195813111672,0.6252829367396262,0,0,train
22_assy_0_1,000063.jpg,63,3.0521405224954283,-452.9420477375985,0.18518518518518517,1.1201199420513608,-6.602159504573593,0.17273962120774758,0.14557135104726499,0.6252829367396262,0,0,train
22_assy_0_1,000064.jpg,64,3.225842594195162,-455.53148735206497,0.18518518518518517,1.3621377594171595,-6.647208225898998,0.17273962120774758,0.15392920076172897,0.6252829367396262,0,0,train
22_assy_0_1,000065.jpg,65,3.291562502003212,-457.5394167984774,0.18518518518518517,1.4537048230079743,-6.682140360854824,0.17273962120774758,0.1564039118055002,0.6252829367396262,0,0,train
22_assy_0_1,000066.jpg,66,3.3324292815498877,-463.1392296188591,0.18518518518518517,1.5106442060094198,-6.779560824267242,0.17273962120774758,0.1546317737645409,0.6252829367396262,0,0,train
22_assy_0_1,000067.jpg,67,3.3521355399069055,-468.73693743360485,0.18518518518518517,1.5381007906623436,-6.876944666701227,0.17273962120774758,0.15160926041425113,0.6252829367396262,0,0,train
22_assy_0_1,000068.jpg,68,3.3521355399069055,-470.1827273653289,0.18518518518518517,1.5381007906623436,-6.9020972083420675,0.17273962120774758,0.15053400157474744,0.6252829367396262,0,0,train
22_assy_0_1,000069.jpg,69,3.3324292815498873,-471.046906954888,0.18518518518518517,1.5106442060094192,-6.917131420875027,0.17273962120774758,0.14873180282849502,0.6252829367396262,0,0,train
22_assy_0_1,000070.jpg,70,3.2915625020032118,-471.76856824682244,0.18518518518518517,1.4537048230079737,-6.929686229355618,0.17273962120774758,0.14582270268831843,0.6252829367396262,0,0,train
22_assy_0_1,000071.jpg,71,3.2258425941951625,-473.1664707087724,0.18518518518518517,1.36213775941716,-6.95400566823987,0.17273962120774758,0.14107667796372714,0.6252829367396262,0,0,train
22_assy_0_1,000072.jpg,72,3.1262145965695027,-475.0448246195172,0.18518518518518517,1.2233268039809613,-6.98668356557445,0.17273962120774758,0.13429108026931194,0.6252829367396262,0,0,train
22_assy_0_1,000073.jpg,73,3.0521405224954288,-475.2082585937366,0.18518518518518517,1.1201199420513612,-6.989526841593933,0.17273962120774758,0.1302342588041673,0.6252829367396262,0,0,train
22_assy_0_1,000074.jpg,74,3.024181726119004,-526.8208767367622,0.18518518518518517,1.0811651569472784,-7.8874363501262295,0.17273962120774758,0.09875125436538817,0.6252829367396262,0,0,train
22_assy_0_1,000075.jpg,75,2.9039923743472804,-575.0983305387531,0.18518518518518517,0.9137062181921609,-8.727323695046632,0.17273962120774758,0.0726310290613114,0.6252829367396262,0,0,train
22_assy_0_1,000076.jpg,76,2.829918300273206,-496.77610004975173,0.18518518518518517,0.8104993562625604,-7.364744581337484,0.17273962120774758,0.10648409208173915,0.6252829367396262,0,0,train
22_assy_0_1,000077.jpg,77,2.770301986405176,-491.8225001931804,0.18518518518518517,0.7274363851618126,-7.278566344838146,0.17273962120774758,0.10658293334408252,0.6252829367396262,0,0,train
22_assy_0_1,000078.jpg,78,2.770301986405176,-490.7564144579112,0.18518518518518517,0.7274363851618126,-7.260019552347283,0.17273962120774758,0.10717306058941511,0.6252829367396262,0,0,train
22_assy_0_1,000079.jpg,79,2.7278854298227073,-488.5452917416059,0.18518518518518517,0.6683377092288777,-7.221552445214674,0.17273962120774758,0.10651677854022809,0.6252829367396262,0,0,train
22_assy_0_1,000080.jpg,80,2.6723991045564555,-492.58011674074356,0.19230769230769232,0.591029020833956,-7.29174667023829,0.21269874014741638,0.10315290621491799,0.6252829367396262,0,0,train
22_assy_0_1,000081.jpg,81,2.6723991045564555,-492.23342086654026,0.19230769230769232,0.591029020833956,-7.285715169934364,0.21269874014741638,0.10333905082748063,0.6252829367396262,0,0,train
22_assy_0_1,000082.jpg,82,2.727885429822707,-487.6876280386738,0.18518518518518517,0.668337709228877,-7.20663159016617,0.17273962120774758,0.10699104973335366,0.6252829367396262,0,1,train
22_assy_0_1,000083.jpg,83,2.699926633446282,-473.2673110001863,0.14814814814814814,0.6293829241247942,-6.955759996149623,-0.035047797278529705,0.1071226336726816,0.6252829367396262,0,1,train
